"month","year","park","ndvi_monthly_mean"
6,2018,"FORI",0.558018165280629
7,2018,"FORI",0.414822388739225
8,2018,"FORI",0.0902976182435431
9,2018,"FORI",0.264993384698039
10,2018,"FORI",0.150342366200188
11,2018,"FORI",0.203089935800112
12,2018,"FORI",0.474237542573309
1,2019,"FORI",0.101943190357146
2,2019,"FORI",0.473423161409933
3,2019,"FORI",0.147731107306494
4,2019,"FORI",0.139172911344783
5,2019,"FORI",0.0855482175376977
6,2019,"FORI",0.497665117904162
7,2019,"FORI",0.336593065104859
8,2019,"FORI",0.0997917425009206
9,2019,"FORI",0.153402140943142
10,2019,"FORI",0.148413421766655
11,2019,"FORI",0.324660230176434
12,2019,"FORI",0.373929979493608
1,2020,"FORI",0.127513400772917
2,2020,"FORI",0.494861918419914
3,2020,"FORI",0.0754153853061129
4,2020,"FORI",0.121183878368158
5,2020,"FORI",0.0881053714431895
6,2020,"FORI",0.440361255875138
7,2020,"FORI",0.418510157161968
8,2020,"FORI",0.127271054257559
9,2020,"FORI",0.266619207830251
10,2020,"FORI",0.150097014548061
11,2020,"FORI",0.245467004161679
12,2020,"FORI",0.414317664435643
1,2021,"FORI",0.100237937560809
2,2021,"FORI",0.506261270359208
3,2021,"FORI",0.128681679687572
4,2021,"FORI",0.103977015991183
5,2021,"FORI",0.0853591414781451
6,2021,"FORI",0.38978384568982
7,2021,"FORI",0.440736671771214
8,2021,"FORI",0.102511270467224
9,2021,"FORI",0.311224713915608
10,2021,"FORI",0.180662398029473
11,2021,"FORI",0.259471648098111
12,2021,"FORI",0.245350958550006
1,2010,"FUND",0.138036453831258
2,2010,"FUND",0.328204763708514
3,2010,"FUND",0.0250421277471948
4,2010,"FUND",0.0440950036383904
5,2010,"FUND",0.032055768654139
6,2010,"FUND",0.345963899137725
7,2010,"FUND",0.224262464278383
8,2010,"FUND",0.114940605044035
9,2010,"FUND",0.228830717022334
10,2010,"FUND",0.148221438108399
11,2010,"FUND",0.201341982981309
12,2010,"FUND",0.224886827594696
1,2011,"FUND",0.135305623844086
2,2011,"FUND",0.254398564919264
3,2011,"FUND",0.102340639563537
4,2011,"FUND",0.0482592011945325
5,2011,"FUND",0.0280519268615629
6,2011,"FUND",0.26911544697376
7,2011,"FUND",0.238963324292549
8,2011,"FUND",0.0889366987595725
9,2011,"FUND",0.122397061649007
10,2011,"FUND",0.164538982425701
11,2011,"FUND",0.162439790799147
12,2011,"FUND",0.352729249234234
1,2012,"FUND",0.167768774033761
2,2012,"FUND",0.352214725289006
3,2012,"FUND",0.111982352545124
4,2012,"FUND",0.0831143723755687
5,2012,"FUND",0.0910944355463996
6,2012,"FUND",0.412735966807567
7,2012,"FUND",0.280102655028055
8,2012,"FUND",0.140192504651842
9,2012,"FUND",0.26498618827976
10,2012,"FUND",0.194901784933074
11,2012,"FUND",0.226654219925242
12,2012,"FUND",0.336723067615628
1,2013,"FUND",0.209398618103739
2,2013,"FUND",0.436168167781761
3,2013,"FUND",0.0424785399683755
4,2013,"FUND",0.0758045729518256
5,2013,"FUND",0.121948481590906
6,2013,"FUND",0.307412395719823
7,2013,"FUND",0.278650527010125
8,2013,"FUND",0.0888010458102809
9,2013,"FUND",0.247457492552514
10,2013,"FUND",0.133415015230927
11,2013,"FUND",0.274671419738536
12,2013,"FUND",0.271134395787017
